booking_id,meal_plan,car_parking_space,room_type,special_requests
TMD09753,Meal Plan 1,0,Room_Type 1,1
TMD09754,Meal Plan 1,1,Room_Type 6,0
TMD09755,Meal Plan 2,0,Room_Type 4,0
TMD09756,Not Selected,0,Room_Type 1,0
TMD09757,Meal Plan 1,0,Room_Type 1,0
TMD09758,Meal Plan 1,0,Room_Type 4,0
TMD09759,Meal Plan 1,0,Room_Type 1,0
TMD09760,Meal Plan 1,0,Room_Type 1,0
TMD09761,Meal Plan 2,0,Room_Type 1,1
TMD09762,Meal Plan 1,0,Room_Type 1,2
TMD09763,Not Selected,0,Room_Type 1,1
TMD09764,Meal Plan 1,0,Room_Type 1,0
TMD09765,Meal Plan 1,1,Room_Type 1,2
TMD09766,Not Selected,0,Room_Type 1,0
TMD09767,Meal Plan 1,0,Room_Type 1,0
TMD09768,Meal Plan 1,0,Room_Type 1,2
TMD09769,Meal Plan 1,0,Room_Type 1,0
TMD09770,Meal Plan 1,0,Room_Type 1,0
TMD09771,Meal Plan 1,0,Room_Type 1,0
TMD09772,Meal Plan 1,0,Room_Type 1,0
TMD09773,Meal Plan 1,0,Room_Type 1,0
TMD09774,Not Selected,0,Room_Type 1,0
TMD09775,Meal Plan 1,0,Room_Type 1,1
TMD09776,Meal Plan 1,0,Room_Type 1,1
TMD09777,Meal Plan 2,0,Room_Type 1,0
TMD09778,Meal Plan 2,0,Room_Type 1,1
TMD09779,Meal Plan 1,0,Room_Type 1,2
TMD09780,Not Selected,0,Room_Type 1,1
TMD09781,Meal Plan 1,0,Room_Type 1,0
TMD09782,Not Selected,0,Room_Type 1,3
TMD09783,Meal Plan 1,0,Room_Type 1,2
TMD09784,Meal Plan 1,0,Room_Type 1,1
TMD09785,Meal Plan 2,0,Room_Type 1,0
TMD09786,Meal Plan 1,0,Room_Type 1,0
TMD09787,Meal Plan 1,0,Room_Type 1,0
TMD09788,Meal Plan 1,1,Room_Type 4,2
TMD09789,Meal Plan 1,0,Room_Type 1,1
TMD09790,Meal Plan 1,1,Room_Type 1,3
TMD09791,Meal Plan 1,0,Room_Type 6,2
TMD09792,Meal Plan 1,0,Room_Type 1,0
TMD09793,Meal Plan 1,0,Room_Type 1,0
TMD09794,Meal Plan 1,0,Room_Type 1,0
TMD09795,Meal Plan 1,0,Room_Type 4,2
TMD09796,Meal Plan 1,0,Room_Type 1,0
TMD09797,Not Selected,0,Room_Type 1,0
TMD09798,Meal Plan 1,0,Room_Type 4,1
TMD09799,Meal Plan 1,0,Room_Type 1,1
TMD09800,Meal Plan 1,0,Room_Type 4,0
TMD09801,Not Selected,0,Room_Type 1,0
TMD09802,Meal Plan 1,0,Room_Type 1,0
TMD09803,Meal Plan 1,0,Room_Type 4,2
TMD09804,Not Selected,0,Room_Type 1,0
TMD09805,Meal Plan 1,1,Room_Type 1,0
TMD09806,Meal Plan 1,0,Room_Type 1,0
TMD09807,Meal Plan 1,0,Room_Type 1,0
TMD09808,Meal Plan 2,0,Room_Type 1,0
TMD09809,Not Selected,0,Room_Type 1,1
TMD09810,Not Selected,0,Room_Type 1,0
TMD09811,Meal Plan 1,0,Room_Type 1,1
TMD09812,Meal Plan 1,0,Room_Type 4,1
TMD09813,Meal Plan 1,0,Room_Type 1,0
TMD09814,Meal Plan 1,0,Room_Type 1,0
TMD09815,Meal Plan 1,0,Room_Type 6,0
TMD09816,Meal Plan 1,0,Room_Type 1,0
TMD09817,Not Selected,0,Room_Type 1,1
TMD09818,Meal Plan 1,0,Room_Type 1,0
TMD09819,Meal Plan 1,0,Room_Type 1,1
TMD09820,Not Selected,0,Room_Type 1,1
TMD09821,Meal Plan 1,0,Room_Type 1,0
TMD09822,Meal Plan 1,0,Room_Type 1,0
TMD09823,Not Selected,0,Room_Type 1,0
TMD09824,Meal Plan 1,0,Room_Type 4,2
TMD09825,Meal Plan 1,0,Room_Type 1,1
TMD09826,Meal Plan 1,0,Room_Type 1,0
TMD09827,Meal Plan 2,0,Room_Type 1,0
TMD09828,Meal Plan 1,0,Room_Type 1,2
TMD09829,Meal Plan 1,0,Room_Type 1,1
TMD09830,Not Selected,0,Room_Type 1,1
TMD09831,Meal Plan 1,0,Room_Type 1,0
TMD09832,Meal Plan 1,0,Room_Type 1,0
TMD09833,Meal Plan 1,0,Room_Type 1,0
TMD09834,Meal Plan 1,0,Room_Type 1,0
TMD09835,Not Selected,0,Room_Type 1,1
TMD09836,Meal Plan 2,0,Room_Type 1,0
TMD09837,Not Selected,0,Room_Type 1,0
TMD09838,Meal Plan 1,0,Room_Type 1,0
TMD09839,Meal Plan 1,0,Room_Type 1,0
TMD09840,Meal Plan 1,0,Room_Type 7,0
TMD09841,Meal Plan 1,0,Room_Type 1,0
TMD09842,Meal Plan 1,0,Room_Type 1,0
TMD09843,Meal Plan 1,0,Room_Type 1,1
TMD09844,Meal Plan 1,0,Room_Type 1,1
TMD09845,Meal Plan 1,0,Room_Type 1,0
TMD09846,Meal Plan 1,0,Room_Type 1,0
TMD09847,Meal Plan 1,0,Room_Type 1,0
TMD09848,Meal Plan 1,0,Room_Type 1,1
TMD09849,Meal Plan 1,0,Room_Type 4,0
TMD09850,Meal Plan 1,0,Room_Type 7,0
TMD09851,Meal Plan 1,0,Room_Type 1,0
TMD09852,Meal Plan 2,0,Room_Type 1,0
TMD09853,Meal Plan 1,0,Room_Type 1,0
TMD09854,Not Selected,0,Room_Type 1,1
TMD09855,Meal Plan 1,0,Room_Type 1,0
TMD09856,Meal Plan 1,0,Room_Type 1,0
TMD09857,Meal Plan 1,0,Room_Type 1,1
TMD09858,Meal Plan 1,0,Room_Type 1,1
TMD09859,Not Selected,0,Room_Type 1,1
TMD09860,Meal Plan 1,0,Room_Type 1,0
TMD09861,Not Selected,0,Room_Type 1,1
TMD09862,Meal Plan 1,0,Room_Type 1,1
TMD09863,Meal Plan 1,0,Room_Type 1,0
TMD09864,Meal Plan 1,0,Room_Type 1,0
TMD09865,Meal Plan 1,0,Room_Type 6,1
TMD09866,Meal Plan 2,0,Room_Type 4,0
TMD09867,Meal Plan 1,0,Room_Type 5,0
TMD09868,Meal Plan 1,0,Room_Type 1,1
TMD09869,Meal Plan 1,0,Room_Type 4,0
TMD09870,Meal Plan 2,0,Room_Type 1,0
TMD09871,Meal Plan 1,0,Room_Type 4,2
TMD09872,Meal Plan 1,0,Room_Type 2,0
TMD09873,Meal Plan 1,0,Room_Type 1,0
TMD09874,Not Selected,0,Room_Type 1,0
TMD09875,Meal Plan 1,0,Room_Type 2,1
TMD09876,Meal Plan 1,0,Room_Type 1,0
TMD09877,Meal Plan 1,0,Room_Type 1,0
TMD09878,Meal Plan 1,0,Room_Type 1,0
TMD09879,Meal Plan 1,0,Room_Type 4,2
TMD09880,Meal Plan 1,0,Room_Type 1,0
TMD09881,Not Selected,0,Room_Type 1,0
TMD09882,Meal Plan 1,0,Room_Type 1,2
TMD09883,Meal Plan 1,0,Room_Type 1,2
TMD09884,Meal Plan 1,0,Room_Type 1,1
TMD09885,Not Selected,0,Room_Type 1,0
TMD09886,Meal Plan 1,0,Room_Type 1,0
TMD09887,Meal Plan 1,0,Room_Type 1,0
TMD09888,Meal Plan 1,0,Room_Type 1,0
TMD09889,Meal Plan 1,0,Room_Type 1,0
TMD09890,Meal Plan 1,0,Room_Type 4,1
TMD09891,Meal Plan 1,0,Room_Type 1,0
TMD09892,Meal Plan 2,0,Room_Type 1,0
TMD09893,Meal Plan 1,0,Room_Type 1,0
TMD09894,Not Selected,0,Room_Type 1,1
TMD09895,Meal Plan 2,0,Room_Type 1,0
TMD09896,Not Selected,0,Room_Type 1,1
TMD09897,Meal Plan 1,0,Room_Type 1,3
TMD09898,Not Selected,0,Room_Type 1,1
TMD09899,Meal Plan 1,0,Room_Type 1,0
TMD09900,Meal Plan 1,0,Room_Type 1,1
TMD09901,Meal Plan 1,0,Room_Type 1,1
TMD09902,Meal Plan 1,0,Room_Type 1,2
TMD09903,Not Selected,0,Room_Type 1,0
TMD09904,Meal Plan 1,0,Room_Type 1,1
TMD09905,Meal Plan 1,0,Room_Type 4,0
TMD09906,Meal Plan 1,0,Room_Type 2,0
TMD09907,Meal Plan 1,0,Room_Type 4,0
TMD09908,Meal Plan 1,0,Room_Type 4,1
TMD09909,Meal Plan 1,0,Room_Type 1,0
TMD09910,Meal Plan 1,0,Room_Type 1,2
TMD09911,Meal Plan 1,0,Room_Type 1,0
TMD09912,Meal Plan 1,1,Room_Type 1,0
TMD09913,Meal Plan 2,0,Room_Type 1,0
TMD09914,Meal Plan 1,0,Room_Type 1,0
TMD09915,Meal Plan 1,0,Room_Type 1,0
TMD09916,Meal Plan 2,0,Room_Type 1,0
TMD09917,Not Selected,0,Room_Type 1,1
TMD09918,Meal Plan 1,0,Room_Type 1,0
TMD09919,Not Selected,0,Room_Type 1,1
TMD09920,Meal Plan 1,0,Room_Type 1,1
TMD09921,Meal Plan 1,0,Room_Type 2,1
TMD09922,Meal Plan 1,0,Room_Type 1,0
TMD09923,Meal Plan 1,1,Room_Type 7,2
TMD09924,Meal Plan 1,0,Room_Type 1,2
TMD09925,Not Selected,0,Room_Type 1,1
TMD09926,Meal Plan 1,0,Room_Type 1,0
TMD09927,Meal Plan 1,0,Room_Type 4,0
TMD09928,Meal Plan 1,0,Room_Type 4,1
TMD09929,Not Selected,0,Room_Type 1,1
TMD09930,Not Selected,0,Room_Type 1,0
TMD09931,Meal Plan 1,0,Room_Type 1,0
TMD09932,Meal Plan 1,0,Room_Type 1,0
TMD09933,Meal Plan 1,0,Room_Type 1,0
TMD09934,Not Selected,0,Room_Type 1,0
TMD09935,Meal Plan 1,0,Room_Type 1,0
TMD09936,Meal Plan 1,0,Room_Type 4,1
TMD09937,Meal Plan 1,0,Room_Type 1,0
TMD09938,Meal Plan 1,0,Room_Type 4,0
TMD09939,Meal Plan 1,0,Room_Type 1,0
TMD09940,Meal Plan 1,0,Room_Type 4,0
TMD09941,Meal Plan 1,0,Room_Type 4,0
TMD09942,Meal Plan 2,0,Room_Type 1,0
TMD09943,Meal Plan 1,0,Room_Type 1,0
TMD09944,Meal Plan 1,0,Room_Type 6,1
TMD09945,Meal Plan 1,0,Room_Type 1,0
TMD09946,Meal Plan 1,0,Room_Type 1,0
TMD09947,Meal Plan 1,0,Room_Type 1,2
TMD09948,Meal Plan 1,0,Room_Type 1,0
TMD09949,Meal Plan 1,0,Room_Type 4,0
TMD09950,Meal Plan 1,1,Room_Type 1,2
TMD09951,Meal Plan 1,0,Room_Type 1,0
TMD09952,Meal Plan 1,0,Room_Type 4,0
TMD09953,Meal Plan 1,0,Room_Type 4,0
TMD09954,Meal Plan 1,0,Room_Type 1,2
TMD09955,Meal Plan 1,1,Room_Type 4,2
TMD09956,Meal Plan 1,0,Room_Type 1,2
TMD09957,Meal Plan 1,0,Room_Type 1,0
TMD09958,Meal Plan 1,0,Room_Type 1,0
TMD09959,Meal Plan 1,1,Room_Type 4,0
TMD09960,Not Selected,0,Room_Type 1,1
TMD09961,Meal Plan 1,0,Room_Type 1,0
TMD09962,Meal Plan 1,0,Room_Type 1,1
TMD09963,Meal Plan 1,0,Room_Type 1,0
TMD09964,Meal Plan 2,0,Room_Type 1,2
TMD09965,Meal Plan 1,0,Room_Type 1,0
TMD09966,Meal Plan 1,0,Room_Type 1,0
TMD09967,Meal Plan 1,0,Room_Type 4,2
TMD09968,Meal Plan 1,0,Room_Type 1,1
TMD09969,Meal Plan 1,0,Room_Type 1,0
TMD09970,Meal Plan 2,0,Room_Type 1,1
TMD09971,Not Selected,0,Room_Type 1,2
TMD09972,Meal Plan 1,0,Room_Type 4,1
TMD09973,Meal Plan 1,0,Room_Type 1,0
TMD09974,Meal Plan 1,0,Room_Type 4,1
TMD09975,Meal Plan 1,0,Room_Type 1,0
TMD09976,Meal Plan 1,0,Room_Type 1,0
TMD09977,Meal Plan 1,0,Room_Type 1,1
TMD09978,Meal Plan 1,0,Room_Type 1,0
TMD09979,Meal Plan 1,0,Room_Type 4,0
TMD09980,Meal Plan 1,0,Room_Type 1,1
TMD09981,Meal Plan 1,0,Room_Type 1,0
TMD09982,Meal Plan 1,0,Room_Type 4,0
TMD09983,Meal Plan 1,0,Room_Type 1,0
TMD09984,Not Selected,0,Room_Type 1,1
TMD09985,Meal Plan 1,0,Room_Type 6,0
TMD09986,Meal Plan 1,0,Room_Type 4,1
TMD09987,Meal Plan 1,0,Room_Type 1,0
TMD09988,Not Selected,0,Room_Type 1,0
TMD09989,Meal Plan 1,0,Room_Type 1,0
TMD09990,Meal Plan 1,0,Room_Type 1,1
TMD09991,Meal Plan 1,0,Room_Type 1,0
TMD09992,Meal Plan 1,0,Room_Type 1,0
TMD09993,Not Selected,0,Room_Type 1,1
TMD09994,Meal Plan 2,0,Room_Type 1,1
TMD09995,Meal Plan 1,0,Room_Type 4,0
TMD09996,Meal Plan 1,0,Room_Type 1,1
TMD09997,Meal Plan 1,0,Room_Type 1,1
TMD09998,Meal Plan 1,0,Room_Type 1,0
TMD09999,Meal Plan 1,0,Room_Type 1,0
TMD10000,Meal Plan 1,0,Room_Type 1,1
TMD10001,Meal Plan 1,0,Room_Type 1,0
TMD10002,Meal Plan 1,0,Room_Type 1,2
TMD10003,Meal Plan 1,0,Room_Type 1,0
TMD10004,Meal Plan 1,0,Room_Type 1,1
TMD10005,Not Selected,0,Room_Type 1,1
TMD10006,Meal Plan 1,0,Room_Type 1,1
TMD10007,Meal Plan 1,0,Room_Type 1,0
TMD10008,Meal Plan 1,0,Room_Type 1,1
TMD10009,Meal Plan 1,0,Room_Type 1,1
TMD10010,Meal Plan 1,0,Room_Type 4,0
TMD10011,Meal Plan 1,0,Room_Type 1,0
TMD10012,Meal Plan 2,0,Room_Type 1,0
TMD10013,Meal Plan 1,0,Room_Type 4,0
TMD10014,Meal Plan 1,0,Room_Type 4,0
TMD10015,Meal Plan 1,0,Room_Type 1,0
TMD10016,Meal Plan 1,0,Room_Type 1,1
TMD10017,Not Selected,0,Room_Type 1,1
TMD10018,Meal Plan 1,0,Room_Type 5,0
TMD10019,Meal Plan 1,0,Room_Type 1,1
TMD10020,Meal Plan 1,0,Room_Type 1,0
TMD10021,Meal Plan 1,0,Room_Type 1,0
TMD10022,Meal Plan 2,0,Room_Type 1,0
TMD10023,Meal Plan 1,0,Room_Type 1,0
TMD10024,Meal Plan 1,0,Room_Type 1,1
TMD10025,Meal Plan 1,0,Room_Type 1,0
TMD10026,Meal Plan 2,0,Room_Type 1,0
TMD10027,Meal Plan 1,0,Room_Type 4,0
TMD10028,Meal Plan 1,0,Room_Type 1,1
TMD10029,Meal Plan 1,0,Room_Type 1,0
TMD10030,Meal Plan 1,0,Room_Type 1,1
TMD10031,Meal Plan 1,0,Room_Type 4,1
TMD10032,Meal Plan 1,0,Room_Type 1,1
TMD10033,Not Selected,0,Room_Type 1,2
TMD10034,Meal Plan 1,0,Room_Type 1,2
TMD10035,Meal Plan 1,0,Room_Type 1,0
TMD10036,Meal Plan 2,0,Room_Type 1,1
TMD10037,Meal Plan 1,0,Room_Type 1,0
TMD10038,Meal Plan 1,0,Room_Type 1,2
TMD10039,Meal Plan 1,0,Room_Type 1,0
TMD10040,Meal Plan 1,0,Room_Type 1,1
TMD10041,Meal Plan 1,0,Room_Type 1,0
TMD10042,Meal Plan 1,0,Room_Type 1,0
TMD10043,Not Selected,0,Room_Type 1,1
TMD10044,Meal Plan 1,0,Room_Type 1,1
TMD10045,Meal Plan 1,0,Room_Type 1,3
TMD10046,Meal Plan 2,0,Room_Type 1,0
TMD10047,Meal Plan 1,0,Room_Type 4,2
TMD10048,Meal Plan 1,0,Room_Type 1,1
TMD10049,Meal Plan 1,0,Room_Type 1,3
TMD10050,Meal Plan 1,0,Room_Type 1,0
TMD10051,Meal Plan 1,0,Room_Type 1,1
TMD10052,Not Selected,0,Room_Type 1,0
TMD10053,Meal Plan 1,0,Room_Type 2,0
TMD10054,Meal Plan 1,0,Room_Type 1,2
TMD10055,Meal Plan 1,0,Room_Type 1,2
TMD10056,Meal Plan 1,0,Room_Type 2,1
TMD10057,Meal Plan 1,0,Room_Type 4,0
TMD10058,Meal Plan 1,0,Room_Type 1,0
TMD10059,Meal Plan 1,0,Room_Type 1,0
TMD10060,Meal Plan 1,0,Room_Type 1,1
TMD10061,Meal Plan 1,0,Room_Type 2,1
TMD10062,Meal Plan 1,0,Room_Type 2,1
TMD10063,Meal Plan 1,0,Room_Type 1,0
TMD10064,Meal Plan 1,0,Room_Type 6,1
TMD10065,Meal Plan 1,0,Room_Type 1,1
TMD10066,Meal Plan 1,0,Room_Type 1,2
TMD10067,Meal Plan 1,0,Room_Type 1,1
TMD10068,Meal Plan 2,0,Room_Type 1,1
TMD10069,Meal Plan 1,0,Room_Type 1,2
TMD10070,Meal Plan 1,0,Room_Type 6,1
TMD10071,Meal Plan 1,0,Room_Type 1,1
TMD10072,Meal Plan 1,0,Room_Type 1,1
TMD10073,Meal Plan 1,0,Room_Type 4,1
TMD10074,Meal Plan 1,0,Room_Type 1,1
TMD10075,Meal Plan 1,0,Room_Type 1,0
TMD10076,Not Selected,0,Room_Type 1,0
TMD10077,Meal Plan 1,0,Room_Type 4,1
TMD10078,Meal Plan 1,0,Room_Type 4,2
TMD10079,Meal Plan 1,0,Room_Type 1,0
TMD10080,Meal Plan 1,0,Room_Type 1,1
TMD10081,Meal Plan 1,1,Room_Type 1,1
TMD10082,Meal Plan 2,0,Room_Type 1,0
TMD10083,Not Selected,0,Room_Type 1,2
TMD10084,Meal Plan 1,0,Room_Type 1,0
TMD10085,Meal Plan 1,0,Room_Type 1,0
TMD10086,Meal Plan 1,0,Room_Type 4,2
TMD10087,Meal Plan 1,0,Room_Type 4,2
TMD10088,Meal Plan 1,0,Room_Type 1,0
TMD10089,Meal Plan 1,0,Room_Type 4,1
TMD10090,Meal Plan 1,0,Room_Type 4,1
TMD10091,Meal Plan 1,0,Room_Type 1,0
TMD10092,Meal Plan 1,0,Room_Type 1,0
TMD10093,Meal Plan 1,0,Room_Type 1,2
TMD10094,Meal Plan 1,0,Room_Type 4,3
TMD10095,Not Selected,0,Room_Type 1,1
TMD10096,Meal Plan 1,0,Room_Type 1,2
TMD10097,Meal Plan 1,0,Room_Type 1,0
TMD10098,Not Selected,0,Room_Type 1,0
TMD10099,Meal Plan 1,0,Room_Type 1,2
TMD10100,Meal Plan 1,0,Room_Type 4,0
TMD10101,Not Selected,0,Room_Type 1,1
TMD10102,Meal Plan 1,0,Room_Type 1,0
TMD10103,Not Selected,0,Room_Type 1,0
TMD10104,Meal Plan 1,0,Room_Type 4,2
TMD10105,Meal Plan 1,0,Room_Type 1,2
TMD10106,Meal Plan 1,0,Room_Type 1,0
TMD10107,Meal Plan 1,0,Room_Type 1,2
TMD10108,Meal Plan 1,0,Room_Type 1,0
TMD10109,Not Selected,0,Room_Type 1,0
TMD10110,Meal Plan 1,0,Room_Type 1,2
TMD10111,Meal Plan 1,1,Room_Type 4,1
TMD10112,Meal Plan 1,0,Room_Type 1,0
TMD10113,Not Selected,0,Room_Type 1,2
TMD10114,Meal Plan 1,0,Room_Type 1,1
TMD10115,Meal Plan 1,0,Room_Type 1,1
TMD10116,Not Selected,0,Room_Type 1,2
TMD10117,Meal Plan 1,0,Room_Type 1,0
TMD10118,Meal Plan 1,0,Room_Type 1,1
TMD10119,Meal Plan 1,0,Room_Type 1,1
TMD10120,Meal Plan 1,0,Room_Type 4,2
TMD10121,Meal Plan 1,1,Room_Type 1,2
TMD10122,Meal Plan 1,0,Room_Type 1,0
TMD10123,Meal Plan 1,0,Room_Type 1,0
TMD10124,Meal Plan 1,0,Room_Type 1,0
TMD10125,Meal Plan 1,0,Room_Type 1,1
TMD10126,Meal Plan 1,0,Room_Type 1,0
TMD10127,Meal Plan 2,0,Room_Type 1,0
TMD10128,Meal Plan 1,0,Room_Type 1,0
TMD10129,Not Selected,0,Room_Type 1,0
TMD10130,Meal Plan 1,0,Room_Type 4,0
TMD10131,Meal Plan 1,0,Room_Type 1,2
TMD10132,Meal Plan 1,0,Room_Type 1,0
TMD10133,Meal Plan 2,0,Room_Type 1,0
TMD10134,Meal Plan 1,0,Room_Type 4,0
TMD10135,Meal Plan 1,0,Room_Type 1,0
TMD10136,Meal Plan 1,0,Room_Type 4,0
TMD10137,Meal Plan 1,0,Room_Type 1,0
TMD10138,Not Selected,0,Room_Type 1,2
TMD10139,Meal Plan 2,0,Room_Type 1,0
TMD10140,Meal Plan 1,0,Room_Type 1,0
TMD10141,Meal Plan 1,0,Room_Type 1,0
TMD10142,Not Selected,0,Room_Type 1,1
TMD10143,Meal Plan 1,0,Room_Type 1,0
TMD10144,Meal Plan 1,1,Room_Type 7,2
TMD10145,Meal Plan 1,0,Room_Type 1,1
TMD10146,Meal Plan 2,0,Room_Type 1,0
TMD10147,Meal Plan 1,0,Room_Type 4,0
TMD10148,Meal Plan 1,0,Room_Type 1,0
TMD10149,Meal Plan 1,0,Room_Type 1,0
TMD10150,Meal Plan 1,0,Room_Type 1,2
TMD10151,Not Selected,0,Room_Type 1,0
TMD10152,Meal Plan 2,0,Room_Type 1,0
TMD10153,Meal Plan 2,0,Room_Type 1,0
TMD10154,Meal Plan 1,0,Room_Type 1,1
TMD10155,Meal Plan 1,0,Room_Type 1,0
TMD10156,Meal Plan 1,0,Room_Type 1,0
TMD10157,Not Selected,0,Room_Type 1,1
TMD10158,Meal Plan 1,0,Room_Type 1,1
TMD10159,Meal Plan 1,0,Room_Type 1,1
TMD10160,Not Selected,0,Room_Type 1,1
TMD10161,Meal Plan 1,0,Room_Type 1,0
TMD10162,Meal Plan 2,0,Room_Type 4,0
TMD10163,Meal Plan 1,0,Room_Type 1,1
TMD10164,Meal Plan 1,0,Room_Type 1,2
TMD10165,Meal Plan 1,0,Room_Type 4,1
TMD10166,Meal Plan 1,0,Room_Type 1,0
TMD10167,Meal Plan 2,0,Room_Type 1,1
TMD10168,Meal Plan 1,0,Room_Type 1,2
TMD10169,Meal Plan 1,0,Room_Type 4,0
TMD10170,Meal Plan 1,0,Room_Type 1,0
TMD10171,Meal Plan 1,0,Room_Type 2,1
TMD10172,Meal Plan 1,0,Room_Type 4,1
TMD10173,Meal Plan 1,0,Room_Type 4,0
TMD10174,Meal Plan 2,0,Room_Type 1,1
TMD10175,Meal Plan 1,0,Room_Type 1,0
TMD10176,Meal Plan 1,0,Room_Type 1,0
TMD10177,Meal Plan 2,0,Room_Type 1,0
TMD10178,Not Selected,0,Room_Type 1,0
TMD10179,Not Selected,0,Room_Type 1,1
TMD10180,Meal Plan 1,0,Room_Type 1,1
TMD10181,Meal Plan 1,0,Room_Type 1,2
TMD10182,Meal Plan 1,0,Room_Type 6,1
TMD10183,Not Selected,0,Room_Type 1,0
TMD10184,Meal Plan 1,0,Room_Type 4,0
TMD10185,Meal Plan 1,0,Room_Type 6,1
TMD10186,Meal Plan 2,0,Room_Type 4,0
TMD10187,Meal Plan 1,0,Room_Type 4,0
TMD10188,Meal Plan 1,1,Room_Type 4,2
TMD10189,Meal Plan 1,0,Room_Type 4,1
TMD10190,Meal Plan 1,0,Room_Type 1,0
TMD10191,Meal Plan 1,0,Room_Type 6,0
TMD10192,Meal Plan 1,0,Room_Type 1,0
TMD10193,Meal Plan 1,0,Room_Type 1,0
TMD10194,Meal Plan 1,1,Room_Type 1,1
TMD10195,Not Selected,0,Room_Type 1,0
TMD10196,Meal Plan 1,0,Room_Type 1,0
TMD10197,Meal Plan 1,0,Room_Type 7,2
TMD10198,Meal Plan 1,0,Room_Type 4,0
TMD10199,Meal Plan 1,0,Room_Type 1,0
TMD10200,Meal Plan 2,0,Room_Type 1,1
TMD10201,Meal Plan 1,0,Room_Type 6,3
TMD10202,Meal Plan 1,0,Room_Type 4,0
TMD10203,Not Selected,0,Room_Type 6,0
TMD10204,Meal Plan 2,0,Room_Type 6,1
TMD10205,Not Selected,0,Room_Type 1,0
TMD10206,Meal Plan 1,0,Room_Type 1,1
TMD10207,Meal Plan 1,0,Room_Type 1,1
TMD10208,Meal Plan 1,0,Room_Type 1,1
TMD10209,Meal Plan 2,0,Room_Type 1,0
TMD10210,Meal Plan 1,0,Room_Type 4,2
TMD10211,Meal Plan 1,0,Room_Type 1,0
TMD10212,Meal Plan 1,0,Room_Type 4,1
TMD10213,Meal Plan 1,0,Room_Type 1,0
TMD10214,Meal Plan 1,0,Room_Type 1,0
TMD10215,Meal Plan 2,0,Room_Type 2,1
TMD10216,Meal Plan 1,0,Room_Type 1,2
TMD10217,Not Selected,0,Room_Type 1,0
TMD10218,Meal Plan 1,0,Room_Type 1,0
TMD10219,Meal Plan 2,0,Room_Type 1,0
TMD10220,Meal Plan 1,0,Room_Type 1,1
TMD10221,Meal Plan 1,0,Room_Type 1,1
TMD10222,Meal Plan 1,0,Room_Type 1,0
TMD10223,Meal Plan 1,0,Room_Type 1,0
TMD10224,Meal Plan 1,0,Room_Type 1,0
TMD10225,Meal Plan 1,1,Room_Type 1,1
TMD10226,Not Selected,0,Room_Type 1,2
TMD10227,Meal Plan 1,0,Room_Type 1,2
TMD10228,Meal Plan 1,1,Room_Type 1,1
TMD10229,Meal Plan 1,0,Room_Type 1,0
TMD10230,Meal Plan 1,0,Room_Type 1,0
TMD10231,Meal Plan 1,0,Room_Type 1,2
TMD10232,Meal Plan 1,0,Room_Type 7,2
TMD10233,Meal Plan 1,0,Room_Type 1,0
TMD10234,Meal Plan 1,0,Room_Type 1,0
TMD10235,Meal Plan 1,0,Room_Type 1,1
TMD10236,Meal Plan 1,0,Room_Type 4,1
TMD10237,Meal Plan 2,0,Room_Type 6,2
TMD10238,Meal Plan 2,1,Room_Type 1,1
TMD10239,Meal Plan 1,0,Room_Type 1,1
TMD10240,Not Selected,0,Room_Type 1,2
TMD10241,Not Selected,0,Room_Type 1,0
TMD10242,Meal Plan 1,0,Room_Type 1,1
TMD10243,Meal Plan 1,0,Room_Type 1,0
TMD10244,Meal Plan 1,0,Room_Type 4,0
TMD10245,Not Selected,0,Room_Type 1,1
TMD10246,Not Selected,0,Room_Type 1,0
TMD10247,Meal Plan 1,0,Room_Type 1,1
TMD10248,Meal Plan 1,0,Room_Type 1,0
TMD10249,Meal Plan 1,1,Room_Type 1,0
TMD10250,Meal Plan 1,0,Room_Type 4,1
TMD10251,Meal Plan 1,0,Room_Type 1,0
TMD10252,Not Selected,0,Room_Type 1,0
TMD10253,Meal Plan 1,0,Room_Type 1,0
TMD10254,Meal Plan 1,0,Room_Type 1,0
TMD10255,Meal Plan 1,0,Room_Type 7,1
TMD10256,Meal Plan 1,0,Room_Type 6,1
TMD10257,Meal Plan 1,0,Room_Type 1,0
TMD10258,Meal Plan 2,0,Room_Type 1,0
TMD10259,Meal Plan 1,0,Room_Type 1,1
TMD10260,Not Selected,0,Room_Type 1,2
TMD10261,Meal Plan 1,0,Room_Type 4,0
TMD10262,Not Selected,0,Room_Type 1,1
TMD10263,Meal Plan 1,0,Room_Type 1,0
TMD10264,Not Selected,0,Room_Type 1,1
TMD10265,Meal Plan 1,0,Room_Type 1,0
TMD10266,Meal Plan 1,0,Room_Type 1,0
TMD10267,Meal Plan 1,0,Room_Type 1,0
TMD10268,Not Selected,0,Room_Type 1,1
TMD10269,Meal Plan 2,0,Room_Type 1,0
TMD10270,Not Selected,0,Room_Type 1,0
TMD10271,Meal Plan 1,0,Room_Type 1,3
TMD10272,Meal Plan 1,0,Room_Type 1,1
TMD10273,Meal Plan 1,0,Room_Type 1,0
TMD10274,Meal Plan 1,0,Room_Type 4,0
TMD10275,Meal Plan 1,0,Room_Type 1,1
TMD10276,Meal Plan 1,0,Room_Type 1,2
TMD10277,Meal Plan 1,0,Room_Type 4,2
