booking_id,customer_id,full_date,year,month,date,weekend_nights,week_nights,duration,avg_euros_per_night
TMD06646,INN06646,2018-10-19,2018,10,19,0,2,2,85.5
TMD06647,INN06647,2017-09-26,2017,9,26,2,3,5,57.92
TMD06648,INN06648,2018-06-03,2018,6,3,1,2,3,132
TMD06649,INN06649,2018-06-17,2018,6,17,0,2,2,75
TMD06650,INN06650,2018-02-12,2018,2,12,1,2,3,144
TMD06651,INN06651,2018-04-27,2018,4,27,0,4,4,105.4
TMD06652,INN06652,2018-07-21,2018,7,21,2,4,6,102.28
TMD06653,INN06653,2017-10-02,2017,10,2,0,2,2,100
TMD06654,INN06654,2018-09-19,2018,9,19,1,2,3,110
TMD06655,INN06655,2018-03-14,2018,3,14,1,2,3,69.53
TMD06656,INN06656,2018-05-31,2018,5,31,0,1,1,155
TMD06657,INN06657,2018-07-21,2018,7,21,1,3,4,123.3
TMD06658,INN06658,2018-10-08,2018,10,8,2,1,3,111.33
TMD06659,INN06659,2018-10-18,2018,10,18,0,2,2,105.5
TMD06660,INN06660,2018-10-23,2018,10,23,2,2,4,90.95
TMD06661,INN06661,2018-03-21,2018,3,21,1,3,4,99.45
TMD06662,INN06662,2017-09-15,2017,9,15,2,5,7,132
TMD06663,INN06663,2018-12-30,2018,12,30,2,2,4,84.15
TMD06664,INN06664,2018-02-05,2018,2,5,1,2,3,72
TMD06665,INN06665,2017-10-13,2017,10,13,0,3,3,112
TMD06666,INN06666,2018-10-13,2018,10,13,0,3,3,80
TMD06667,INN06667,2017-10-16,2017,10,16,0,2,2,101.5
TMD06668,INN06668,2017-08-15,2017,8,15,2,3,5,85.5
TMD06669,INN06669,2018-07-11,2018,7,11,1,3,4,139.95
TMD06670,INN06670,2017-09-18,2017,9,18,2,3,5,154.4
TMD06671,INN06671,2017-08-15,2017,8,15,2,1,3,138.5
TMD06672,INN06672,2018-07-28,2018,7,28,0,1,1,128.7
TMD06673,INN06673,2018-06-08,2018,6,8,0,1,1,92.5
TMD06674,INN06674,2018-06-20,2018,6,20,1,2,3,174.6
TMD06675,INN06675,2018-08-26,2018,8,26,2,3,5,165.06
TMD06676,INN06676,2018-05-10,2018,5,10,0,3,3,135.9
TMD06677,INN06677,2018-09-15,2018,9,15,0,1,1,159
TMD06678,INN06678,2017-12-16,2017,12,16,0,1,1,0
TMD06679,INN06679,2018-07-16,2018,7,16,2,4,6,107.29
TMD06680,INN06680,2018-03-25,2018,3,25,1,2,3,130
TMD06681,INN06681,2018-03-25,2018,3,25,1,2,3,68
TMD06682,INN06682,2017-10-22,2017,10,22,0,3,3,96.3
TMD06683,INN06683,2018-03-24,2018,3,24,2,3,5,120
TMD06684,INN06684,2017-08-14,2017,8,14,0,2,2,101.5
TMD06685,INN06685,2018-05-18,2018,5,18,0,1,1,120.12
TMD06686,INN06686,2018-04-22,2018,4,22,1,2,3,105.3
TMD06687,INN06687,2018-06-26,2018,6,26,1,0,1,89.1
TMD06688,INN06688,2018-10-09,2018,10,9,1,0,1,108
TMD06689,INN06689,2017-10-12,2017,10,12,1,3,4,65
TMD06690,INN06690,2018-07-22,2018,7,22,0,2,2,123.3
TMD06691,INN06691,2018-10-25,2018,10,25,0,3,3,85
TMD06692,INN06692,2017-10-06,2017,10,6,0,3,3,90
TMD06693,INN06693,2018-05-22,2018,5,22,2,1,3,109
TMD06694,INN06694,2018-06-15,2018,6,15,0,2,2,130
TMD06695,INN06695,2018-09-02,2018,9,2,2,5,7,121.01
TMD06696,INN06696,2018-10-23,2018,10,23,2,0,2,115
TMD06697,INN06697,2018-09-05,2018,9,5,1,2,3,126.9
TMD06698,INN06698,2018-04-27,2018,4,27,0,3,3,82.69
TMD06699,INN06699,2017-11-01,2017,11,1,2,1,3,87
TMD06700,INN06700,2018-12-28,2018,12,28,0,4,4,168.73
TMD06701,INN06701,2018-09-11,2018,9,11,2,3,5,110
TMD06702,INN06702,2017-09-04,2017,9,4,1,2,3,66.13
TMD06703,INN06703,2017-07-07,2017,7,7,0,3,3,76.5
TMD06704,INN06704,2017-09-05,2017,9,5,1,1,2,115
TMD06705,INN06705,2018-07-14,2018,7,14,1,3,4,137.7
TMD06706,INN06706,2018-05-13,2018,5,13,1,2,3,140.4
TMD06707,INN06707,2017-09-18,2017,9,18,2,3,5,74.4
TMD06708,INN06708,2017-11-17,2017,11,17,0,1,1,91
TMD06709,INN06709,2018-07-24,2018,7,24,2,4,6,137.7
TMD06710,INN06710,2017-11-23,2017,11,23,1,2,3,60
TMD06711,INN06711,2018-04-04,2018,4,4,1,3,4,106.25
TMD06712,INN06712,2018-08-29,2018,8,29,1,3,4,146.5
TMD06713,INN06713,2018-06-11,2018,6,11,0,1,1,128.8
TMD06714,INN06714,2018-07-24,2018,7,24,2,2,4,105.3
TMD06715,INN06715,2017-10-16,2017,10,16,0,2,2,101.5
TMD06716,INN06716,2018-01-03,2018,1,3,2,1,3,71.84
TMD06717,INN06717,2018-11-03,2018,11,3,0,3,3,89
TMD06718,INN06718,2018-07-09,2018,7,9,2,2,4,105.83
TMD06719,INN06719,2018-02-27,2018,2,27,2,2,4,76
TMD06720,INN06720,2018-04-27,2018,4,27,0,3,3,131
TMD06721,INN06721,2018-06-02,2018,6,2,0,2,2,140
TMD06722,INN06722,2018-09-15,2018,9,15,0,1,1,139
TMD06723,INN06723,2017-10-16,2017,10,16,0,2,2,109
TMD06724,INN06724,2018-11-14,2018,11,14,1,3,4,89.7
TMD06725,INN06725,2017-10-19,2017,10,19,1,2,3,68.65
TMD06726,INN06726,2018-09-13,2018,9,13,0,2,2,115
TMD06727,INN06727,2017-09-20,2017,9,20,2,0,2,100
TMD06728,INN06728,2018-12-03,2018,12,3,2,3,5,120.7
TMD06729,INN06729,2017-09-30,2017,9,30,0,1,1,62.18
TMD06730,INN06730,2018-04-22,2018,4,22,1,2,3,80
TMD06731,INN06731,2018-08-28,2018,8,28,2,1,3,75
TMD06732,INN06732,2018-01-07,2018,1,7,2,4,6,86.07
TMD06733,INN06733,2018-04-17,2018,4,17,2,0,2,100.8
TMD06734,INN06734,2018-08-31,2018,8,31,0,3,3,157.5
TMD06735,INN06735,2018-10-07,2018,10,7,2,2,4,176
TMD06736,INN06736,2018-03-11,2018,3,11,2,2,4,71.1
TMD06737,INN06737,2018-10-05,2018,10,5,1,4,5,90
TMD06738,INN06738,2018-06-17,2018,6,17,0,2,2,75
TMD06739,INN06739,2017-09-15,2017,9,15,0,5,5,185.2
TMD06740,INN06740,2018-12-02,2018,12,2,0,2,2,88
TMD06741,INN06741,2018-05-22,2018,5,22,2,1,3,88.7
TMD06742,INN06742,2017-12-26,2017,12,26,2,2,4,55
TMD06743,INN06743,2018-08-21,2018,8,21,2,1,3,119.7
TMD06744,INN06744,2018-11-21,2018,11,21,1,5,6,72
TMD06745,INN06745,2017-10-07,2017,10,7,0,1,1,65
TMD06746,INN06746,2018-04-12,2018,4,12,0,3,3,144.67
TMD06747,INN06747,2018-10-23,2018,10,23,2,0,2,90
TMD06748,INN06748,2017-10-20,2017,10,20,0,2,2,120
TMD06749,INN06749,2018-08-26,2018,8,26,0,2,2,72.25
TMD06750,INN06750,2018-05-22,2018,5,22,2,2,4,80.75
TMD06751,INN06751,2018-05-20,2018,5,20,2,4,6,197.12
TMD06752,INN06752,2018-06-29,2018,6,29,0,2,2,134.1
TMD06753,INN06753,2018-02-20,2018,2,20,2,4,6,73.42
TMD06754,INN06754,2018-12-27,2018,12,27,2,5,7,113.05
TMD06755,INN06755,2018-01-19,2018,1,19,0,2,2,71
TMD06756,INN06756,2018-05-31,2018,5,31,0,2,2,111.35
TMD06757,INN06757,2017-11-24,2017,11,24,0,3,3,67.83
TMD06758,INN06758,2018-08-19,2018,8,19,2,2,4,96.9
TMD06759,INN06759,2018-03-31,2018,3,31,0,3,3,90.9
TMD06760,INN06760,2018-12-29,2018,12,29,2,3,5,150.11
TMD06761,INN06761,2018-11-07,2018,11,7,1,2,3,143.28
TMD06762,INN06762,2018-09-27,2018,9,27,0,3,3,97.58
TMD06763,INN06763,2018-08-26,2018,8,26,1,2,3,137.7
TMD06764,INN06764,2018-07-03,2018,7,3,2,1,3,131.7
TMD06765,INN06765,2018-03-12,2018,3,12,2,5,7,56.94
TMD06766,INN06766,2018-04-27,2018,4,27,2,6,8,80.75
TMD06767,INN06767,2018-11-28,2018,11,28,1,4,5,94
TMD06768,INN06768,2017-10-05,2017,10,5,1,3,4,145
TMD06769,INN06769,2018-02-10,2018,2,10,0,4,4,93
TMD06770,INN06770,2018-10-13,2018,10,13,1,3,4,134.73
TMD06771,INN06771,2018-09-04,2018,9,4,2,3,5,208.93
TMD06772,INN06772,2017-09-04,2017,9,4,0,1,1,108
TMD06773,INN06773,2018-08-15,2018,8,15,1,0,1,85.5
TMD06774,INN06774,2018-05-24,2018,5,24,0,1,1,135
TMD06775,INN06775,2017-10-17,2017,10,17,2,2,4,89.25
TMD06776,INN06776,2018-08-23,2018,8,23,2,5,7,112.32
TMD06777,INN06777,2017-10-09,2017,10,9,1,2,3,75
TMD06778,INN06778,2018-06-26,2018,6,26,2,2,4,196
TMD06779,INN06779,2018-05-20,2018,5,20,1,2,3,144.8
TMD06780,INN06780,2018-10-03,2018,10,3,1,2,3,118
TMD06781,INN06781,2018-04-16,2018,4,16,0,1,1,125
TMD06782,INN06782,2018-10-27,2018,10,27,1,3,4,96.78
TMD06783,INN06783,2018-03-31,2018,3,31,0,3,3,150.3
TMD06784,INN06784,2018-06-13,2018,6,13,1,0,1,89
TMD06785,INN06785,2018-08-29,2018,8,29,1,3,4,107.1
TMD06786,INN06786,2018-08-13,2018,8,13,1,1,2,105.3
TMD06787,INN06787,2018-07-26,2018,7,26,0,3,3,65
TMD06788,INN06788,2017-09-18,2017,9,18,0,2,2,87
TMD06789,INN06789,2018-08-21,2018,8,21,2,0,2,161.1
TMD06790,INN06790,2018-12-22,2018,12,22,2,3,5,70.72
TMD06791,INN06791,2017-07-11,2017,7,11,2,1,3,94.5
TMD06792,INN06792,2017-09-29,2017,9,29,0,2,2,65
TMD06793,INN06793,2018-10-15,2018,10,15,2,2,4,148.28
TMD06794,INN06794,2017-10-20,2017,10,20,0,2,2,136
TMD06795,INN06795,2018-04-29,2018,4,29,0,2,2,177
TMD06796,INN06796,2018-12-05,2018,12,5,1,1,2,79.2
TMD06797,INN06797,2018-08-16,2018,8,16,2,5,7,138.14
TMD06798,INN06798,2017-11-14,2017,11,14,2,1,3,46.67
TMD06799,INN06799,2018-09-25,2018,9,25,2,0,2,109.1
TMD06800,INN06800,2018-07-28,2018,7,28,0,3,3,92.03
TMD06801,INN06801,2017-10-09,2017,10,9,1,2,3,75
TMD06802,INN06802,2018-02-20,2018,2,20,1,1,2,120
TMD06803,INN06803,2018-08-03,2018,8,3,2,5,7,140.4
TMD06804,INN06804,2017-11-19,2017,11,19,0,3,3,135
TMD06805,INN06805,2017-07-11,2017,7,11,2,1,3,94.5
TMD06806,INN06806,2018-12-15,2018,12,15,0,2,2,79
TMD06807,INN06807,2018-08-19,2018,8,19,0,2,2,115
TMD06808,INN06808,2018-12-21,2018,12,21,0,3,3,67.58
TMD06809,INN06809,2018-01-25,2018,1,25,1,4,5,77.25
TMD06810,INN06810,2018-09-24,2018,9,24,0,1,1,180
TMD06811,INN06811,2018-02-26,2018,2,26,1,2,3,70.04
TMD06812,INN06812,2018-11-26,2018,11,26,2,1,3,79.2
TMD06813,INN06813,2017-09-09,2017,9,9,0,2,2,100
TMD06814,INN06814,2018-10-03,2018,10,3,1,2,3,108.99
TMD06815,INN06815,2018-08-18,2018,8,18,0,2,2,115
TMD06816,INN06816,2017-09-21,2017,9,21,1,2,3,136
TMD06817,INN06817,2018-07-25,2018,7,25,1,4,5,159
TMD06818,INN06818,2018-04-05,2018,4,5,0,3,3,90.3
TMD06819,INN06819,2018-03-29,2018,3,29,0,4,4,85.85
TMD06820,INN06820,2017-12-16,2017,12,16,0,2,2,96
TMD06821,INN06821,2018-08-28,2018,8,28,2,4,6,106.95
TMD06822,INN06822,2017-10-06,2017,10,6,0,3,3,90
TMD06823,INN06823,2018-11-08,2018,11,8,0,3,3,65
TMD06824,INN06824,2017-12-10,2017,12,10,0,2,2,0
TMD06825,INN06825,2017-10-19,2017,10,19,1,1,2,105.3
TMD06826,INN06826,2018-06-15,2018,6,15,0,2,2,130
TMD06827,INN06827,2018-03-09,2018,3,9,0,1,1,86
TMD06828,INN06828,2018-08-16,2018,8,16,0,4,4,195.75
TMD06829,INN06829,2017-11-20,2017,11,20,0,2,2,73
TMD06830,INN06830,2018-12-29,2018,12,29,1,3,4,102
TMD06831,INN06831,2018-08-18,2018,8,18,0,1,1,106.54
TMD06832,INN06832,2018-06-23,2018,6,23,0,1,1,101
TMD06833,INN06833,2017-08-12,2017,8,12,0,2,2,88
TMD06834,INN06834,2017-10-20,2017,10,20,0,2,2,130
TMD06835,INN06835,2018-06-24,2018,6,24,0,2,2,95
TMD06836,INN06836,2017-09-24,2017,9,24,0,2,2,105
TMD06837,INN06837,2018-10-13,2018,10,13,0,3,3,105
TMD06838,INN06838,2018-04-17,2018,4,17,2,1,3,99.3
TMD06839,INN06839,2018-08-20,2018,8,20,0,1,1,139
TMD06840,INN06840,2018-07-30,2018,7,30,2,2,4,80.75
TMD06841,INN06841,2018-05-07,2018,5,7,0,1,1,126.9
TMD06842,INN06842,2018-05-25,2018,5,25,1,4,5,82.73
TMD06843,INN06843,2018-10-31,2018,10,31,1,4,5,106.38
TMD06844,INN06844,2018-05-20,2018,5,20,2,3,5,78
TMD06845,INN06845,2018-08-01,2018,8,1,3,9,12,135.01
TMD06846,INN06846,2018-09-19,2018,9,19,1,0,1,187
TMD06847,INN06847,2018-12-27,2018,12,27,0,2,2,106
TMD06848,INN06848,2018-04-08,2018,4,8,0,1,1,101
TMD06849,INN06849,2018-05-30,2018,5,30,1,1,2,95
TMD06850,INN06850,2018-10-24,2018,10,24,2,5,7,85.5
TMD06851,INN06851,2017-08-22,2017,8,22,2,1,3,94.5
TMD06852,INN06852,2017-10-21,2017,10,21,0,4,4,96.3
TMD06853,INN06853,2018-05-27,2018,5,27,2,2,4,196.46
TMD06854,INN06854,2018-06-12,2018,6,12,2,4,6,120
TMD06855,INN06855,2018-04-04,2018,4,4,1,3,4,112.2
TMD06856,INN06856,2018-07-02,2018,7,2,1,1,2,150.3
TMD06857,INN06857,2018-07-21,2018,7,21,0,2,2,115
TMD06858,INN06858,2018-07-07,2018,7,7,0,3,3,114.3
TMD06859,INN06859,2018-04-28,2018,4,28,0,3,3,120
TMD06860,INN06860,2018-10-28,2018,10,28,1,2,3,109
TMD06861,INN06861,2018-06-26,2018,6,26,2,2,4,125.1
TMD06862,INN06862,2018-06-15,2018,6,15,0,2,2,130
TMD06863,INN06863,2018-08-01,2018,8,1,1,1,2,162
TMD06864,INN06864,2018-12-28,2018,12,28,0,4,4,125.8
TMD06865,INN06865,2018-04-08,2018,4,8,2,6,8,80.75
TMD06866,INN06866,2018-03-20,2018,3,20,2,3,5,51.71
TMD06867,INN06867,2018-04-03,2018,4,3,2,5,7,203.76
TMD06868,INN06868,2017-09-08,2017,9,8,0,4,4,114
TMD06869,INN06869,2018-06-16,2018,6,16,0,3,3,70
TMD06870,INN06870,2018-06-02,2018,6,2,0,3,3,120
TMD06871,INN06871,2018-12-30,2018,12,30,2,3,5,116
TMD06872,INN06872,2018-12-01,2018,12,1,2,3,5,68
TMD06873,INN06873,2017-10-14,2017,10,14,0,1,1,105.3
TMD06874,INN06874,2018-06-15,2018,6,15,0,2,2,115
TMD06875,INN06875,2018-12-12,2018,12,12,1,0,1,108
TMD06876,INN06876,2018-10-28,2018,10,28,0,2,2,104.4
TMD06877,INN06877,2017-11-15,2017,11,15,1,0,1,72.25
TMD06878,INN06878,2018-03-17,2018,3,17,0,3,3,106.8
TMD06879,INN06879,2018-09-25,2018,9,25,2,1,3,149.4
TMD06880,INN06880,2018-03-22,2018,3,22,0,2,2,89
TMD06881,INN06881,2017-09-18,2017,9,18,0,2,2,87
TMD06882,INN06882,2018-06-21,2018,6,21,0,3,3,133.33
TMD06883,INN06883,2018-03-23,2018,3,23,0,3,3,60
TMD06884,INN06884,2018-10-14,2018,10,14,0,2,2,115
TMD06885,INN06885,2018-01-29,2018,1,29,3,7,10,77.2
TMD06886,INN06886,2018-12-02,2018,12,2,1,2,3,78.3
TMD06887,INN06887,2017-12-31,2017,12,31,2,4,6,117
TMD06888,INN06888,2018-12-28,2018,12,28,0,4,4,91.45
TMD06889,INN06889,2018-09-29,2018,9,29,0,3,3,115.5
TMD06890,INN06890,2018-02-28,2018,2,28,2,1,3,61
TMD06891,INN06891,2018-06-14,2018,6,14,0,3,3,120
TMD06892,INN06892,2018-09-26,2018,9,26,1,4,5,145.98
TMD06893,INN06893,2018-11-21,2018,11,21,1,2,3,87.3
TMD06894,INN06894,2018-04-10,2018,4,10,2,0,2,124
TMD06895,INN06895,2018-07-25,2018,7,25,1,4,5,79.56
TMD06896,INN06896,2018-11-17,2018,11,17,0,3,3,102.6
TMD06897,INN06897,2018-07-23,2018,7,23,0,1,1,99.9
TMD06898,INN06898,2018-09-06,2018,9,6,0,2,2,110.11
TMD06899,INN06899,2018-04-20,2018,4,20,0,1,1,45
TMD06900,INN06900,2018-10-20,2018,10,20,0,3,3,132.3
TMD06901,INN06901,2018-09-03,2018,9,3,2,2,4,139.28
TMD06902,INN06902,2018-05-31,2018,5,31,0,1,1,125
TMD06903,INN06903,2018-08-05,2018,8,5,1,2,3,111.3
TMD06904,INN06904,2018-02-27,2018,2,27,2,1,3,86.3
TMD06905,INN06905,2018-03-04,2018,3,4,1,2,3,74.64
TMD06906,INN06906,2018-11-13,2018,11,13,2,1,3,124.2
TMD06907,INN06907,2018-03-23,2018,3,23,0,1,1,126.9
TMD06908,INN06908,2018-02-06,2018,2,6,2,1,3,84.3
TMD06909,INN06909,2018-10-29,2018,10,29,0,1,1,80.1
TMD06910,INN06910,2018-06-10,2018,6,10,0,2,2,120
TMD06911,INN06911,2018-09-19,2018,9,19,1,1,2,159.3
TMD06912,INN06912,2017-10-16,2017,10,16,0,2,2,109
TMD06913,INN06913,2018-07-13,2018,7,13,2,5,7,130.05
TMD06914,INN06914,2018-08-19,2018,8,19,0,1,1,125.1
TMD06915,INN06915,2018-09-20,2018,9,20,2,8,10,129.54
TMD06916,INN06916,2018-06-19,2018,6,19,2,1,3,168
TMD06917,INN06917,2018-04-18,2018,4,18,1,1,2,89
TMD06918,INN06918,2018-09-26,2018,9,26,1,3,4,95
TMD06919,INN06919,2018-10-07,2018,10,7,0,2,2,180.9
TMD06920,INN06920,2017-09-07,2017,9,7,1,3,4,77.57
TMD06921,INN06921,2018-03-20,2018,3,20,2,0,2,58
TMD06922,INN06922,2018-02-22,2018,2,22,1,0,1,85
TMD06923,INN06923,2018-06-01,2018,6,1,0,4,4,159.3
TMD06924,INN06924,2018-02-05,2018,2,5,1,2,3,97
TMD06925,INN06925,2018-10-14,2018,10,14,0,2,2,115
TMD06926,INN06926,2018-03-25,2018,3,25,2,5,7,104.14
TMD06927,INN06927,2018-04-14,2018,4,14,1,3,4,89.25
TMD06928,INN06928,2018-08-26,2018,8,26,2,2,4,96.3
TMD06929,INN06929,2018-10-25,2018,10,25,0,2,2,95
TMD06930,INN06930,2018-12-02,2018,12,2,6,15,21,75.66
TMD06931,INN06931,2018-06-16,2018,6,16,0,3,3,90
TMD06932,INN06932,2018-08-19,2018,8,19,0,1,1,131.4
TMD06933,INN06933,2017-12-29,2017,12,29,0,5,5,70
TMD06934,INN06934,2018-11-10,2018,11,10,0,3,3,106.5
TMD06935,INN06935,2018-07-09,2018,7,9,0,1,1,116.27
TMD06936,INN06936,2018-09-25,2018,9,25,2,0,2,109.1
TMD06937,INN06937,2017-12-19,2017,12,19,2,1,3,60
TMD06938,INN06938,2017-10-13,2017,10,13,0,1,1,75
TMD06939,INN06939,2018-03-17,2018,3,17,0,1,1,97
TMD06940,INN06940,2018-01-10,2018,1,10,2,0,2,82.9
TMD06941,INN06941,2017-09-04,2017,9,4,1,2,3,76.67
TMD06942,INN06942,2018-11-07,2018,11,7,1,3,4,143.28
TMD06943,INN06943,2017-08-08,2017,8,8,2,2,4,90
TMD06944,INN06944,2017-12-29,2017,12,29,0,5,5,70
TMD06945,INN06945,2018-03-19,2018,3,19,2,4,6,106.25
TMD06946,INN06946,2018-09-10,2018,9,10,2,5,7,96.88
TMD06947,INN06947,2017-12-31,2017,12,31,0,3,3,118
TMD06948,INN06948,2017-12-30,2017,12,30,0,4,4,60.5
TMD06949,INN06949,2018-04-08,2018,4,8,0,2,2,65.83
TMD06950,INN06950,2018-11-27,2018,11,27,2,2,4,85
TMD06951,INN06951,2018-10-15,2018,10,15,2,1,3,132.3
TMD06952,INN06952,2018-04-04,2018,4,4,1,1,2,105.3
TMD06953,INN06953,2018-06-20,2018,6,20,1,1,2,89.75
TMD06954,INN06954,2018-04-15,2018,4,15,0,2,2,145
TMD06955,INN06955,2017-07-01,2017,7,1,0,2,2,101.5
TMD06956,INN06956,2018-07-23,2018,7,23,2,3,5,130.05
TMD06957,INN06957,2018-06-14,2018,6,14,0,2,2,179
TMD06958,INN06958,2018-10-13,2018,10,13,0,1,1,109.65
TMD06959,INN06959,2018-09-15,2018,9,15,0,3,3,161.33
TMD06960,INN06960,2018-06-05,2018,6,5,2,2,4,109.65
TMD06961,INN06961,2018-07-31,2018,7,31,2,0,2,96.3
TMD06962,INN06962,2018-06-13,2018,6,13,1,1,2,79.2
TMD06963,INN06963,2017-08-08,2017,8,8,2,5,7,88
TMD06964,INN06964,2017-12-26,2017,12,26,2,2,4,61.5
TMD06965,INN06965,2018-08-30,2018,8,30,0,2,2,152.99
TMD06966,INN06966,2017-09-17,2017,9,17,1,3,4,119.25
TMD06967,INN06967,2018-05-04,2018,5,4,0,1,1,165
TMD06968,INN06968,2018-10-11,2018,10,11,0,5,5,132.3
TMD06969,INN06969,2018-04-20,2018,4,20,0,4,4,80
TMD06970,INN06970,2018-05-09,2018,5,9,1,0,1,89
TMD06971,INN06971,2017-08-08,2017,8,8,2,1,3,94.5
TMD06972,INN06972,2018-11-16,2018,11,16,0,4,4,64.67
TMD06973,INN06973,2017-07-17,2017,7,17,0,2,2,109
TMD06974,INN06974,2018-06-12,2018,6,12,2,4,6,120
TMD06975,INN06975,2018-10-29,2018,10,29,2,1,3,96.3
TMD06976,INN06976,2018-11-05,2018,11,5,2,3,5,127.94
TMD06977,INN06977,2018-08-22,2018,8,22,1,1,2,67
TMD06978,INN06978,2017-10-05,2017,10,5,1,3,4,72.25
TMD06979,INN06979,2018-06-09,2018,6,9,0,3,3,97.71
TMD06980,INN06980,2018-03-07,2018,3,7,1,4,5,92.6
TMD06981,INN06981,2018-07-07,2018,7,7,0,1,1,94
TMD06982,INN06982,2017-11-04,2017,11,4,0,2,2,100.8
TMD06983,INN06983,2018-09-23,2018,9,23,0,2,2,163.8
TMD06984,INN06984,2018-03-20,2018,3,20,2,3,5,124.2
TMD06985,INN06985,2017-07-29,2017,7,29,2,5,7,46.66
TMD06986,INN06986,2018-02-14,2018,2,14,4,7,11,106
TMD06987,INN06987,2018-10-05,2018,10,5,0,2,2,139
TMD06988,INN06988,2018-04-29,2018,4,29,0,1,1,65
TMD06989,INN06989,2018-04-09,2018,4,9,2,2,4,80.75
TMD06990,INN06990,2017-10-01,2017,10,1,0,3,3,113.33
TMD06991,INN06991,2018-10-23,2018,10,23,2,1,3,80.75
TMD06992,INN06992,2018-03-25,2018,3,25,1,2,3,70
TMD06993,INN06993,2018-08-14,2018,8,14,2,3,5,163.63
TMD06994,INN06994,2018-05-30,2018,5,30,1,2,3,102.15
TMD06995,INN06995,2018-08-29,2018,8,29,1,3,4,72.75
TMD06996,INN06996,2018-01-05,2018,1,5,0,1,1,58
TMD06997,INN06997,2018-10-09,2018,10,9,2,3,5,95
TMD06998,INN06998,2018-09-21,2018,9,21,0,2,2,101.52
TMD06999,INN06999,2017-10-16,2017,10,16,0,2,2,101.5
TMD07000,INN07000,2018-07-26,2018,7,26,0,3,3,168.3
TMD07001,INN07001,2018-08-07,2018,8,7,2,2,4,151
TMD07002,INN07002,2017-12-30,2017,12,30,0,3,3,142.67
TMD07003,INN07003,2018-06-27,2018,6,27,1,2,3,85.5
TMD07004,INN07004,2018-09-07,2018,9,7,0,1,1,65
TMD07005,INN07005,2017-09-09,2017,9,9,2,4,6,88
TMD07006,INN07006,2018-10-25,2018,10,25,0,3,3,83.2
TMD07007,INN07007,2017-07-17,2017,7,17,0,2,2,87
TMD07008,INN07008,2018-12-26,2018,12,26,1,3,4,73.95
TMD07009,INN07009,2018-03-23,2018,3,23,0,1,1,2
TMD07010,INN07010,2017-10-16,2017,10,16,0,1,1,108
TMD07011,INN07011,2018-04-11,2018,4,11,1,3,4,121.5
TMD07012,INN07012,2018-09-01,2018,9,1,0,1,1,142.2
TMD07013,INN07013,2018-07-01,2018,7,1,0,1,1,167
TMD07014,INN07014,2017-12-27,2017,12,27,2,1,3,112
TMD07015,INN07015,2018-02-13,2018,2,13,2,1,3,67.5
TMD07016,INN07016,2017-10-12,2017,10,12,1,3,4,65
TMD07017,INN07017,2017-09-04,2017,9,4,0,2,2,116
TMD07018,INN07018,2018-04-06,2018,4,6,0,1,1,104
TMD07019,INN07019,2018-10-16,2018,10,16,2,3,5,81.81
TMD07020,INN07020,2018-11-07,2018,11,7,1,1,2,143.2
TMD07021,INN07021,2017-09-20,2017,9,20,2,0,2,152.84
TMD07022,INN07022,2018-05-31,2018,5,31,0,1,1,0
TMD07023,INN07023,2018-05-10,2018,5,10,0,3,3,126
TMD07024,INN07024,2018-07-20,2018,7,20,0,2,2,95
TMD07025,INN07025,2018-09-19,2018,9,19,1,1,2,135.9
TMD07026,INN07026,2017-07-05,2017,7,5,2,1,3,55.8
TMD07027,INN07027,2018-08-08,2018,8,8,1,1,2,150.3
TMD07028,INN07028,2017-12-10,2017,12,10,0,1,1,65
TMD07029,INN07029,2018-03-29,2018,3,29,0,4,4,85.85
TMD07030,INN07030,2018-12-24,2018,12,24,2,2,4,110.5
TMD07031,INN07031,2017-09-15,2017,9,15,0,2,2,164.5
TMD07032,INN07032,2018-12-18,2018,12,18,4,6,10,74.8
TMD07033,INN07033,2018-08-28,2018,8,28,2,1,3,130
TMD07034,INN07034,2018-05-20,2018,5,20,2,3,5,78
TMD07035,INN07035,2018-06-06,2018,6,6,1,2,3,110
TMD07036,INN07036,2018-05-21,2018,5,21,1,1,2,56
TMD07037,INN07037,2017-10-18,2017,10,18,2,1,3,123
TMD07038,INN07038,2018-12-02,2018,12,2,2,2,4,119
TMD07039,INN07039,2018-08-20,2018,8,20,0,1,1,130
TMD07040,INN07040,2017-12-10,2017,12,10,0,2,2,0
TMD07041,INN07041,2017-11-06,2017,11,6,1,2,3,60
TMD07042,INN07042,2018-08-13,2018,8,13,0,1,1,103.5
TMD07043,INN07043,2017-09-29,2017,9,29,0,2,2,65
TMD07044,INN07044,2018-12-29,2018,12,29,1,3,4,125.8
TMD07045,INN07045,2018-08-03,2018,8,3,2,4,6,119
TMD07046,INN07046,2018-09-03,2018,9,3,2,2,4,80.75
TMD07047,INN07047,2018-09-10,2018,9,10,2,2,4,90.1
TMD07048,INN07048,2018-11-10,2018,11,10,0,3,3,120.9
TMD07049,INN07049,2018-02-05,2018,2,5,1,2,3,100
TMD07050,INN07050,2018-06-30,2018,6,30,0,1,1,127
TMD07051,INN07051,2018-10-22,2018,10,22,2,2,4,90.95
TMD07052,INN07052,2017-09-13,2017,9,13,2,3,5,103.15
TMD07053,INN07053,2018-10-09,2018,10,9,2,1,3,177.62
