ID,n_adults,n_children,marital_status,lead_time,market_segment,repeated_guest,previous_cancellations,previous_bookings_not_canceled,status
INN10365,3,0,Single,13,Online,0,0,0,Not_Canceled
INN10366,2,0,Single,273,Offline,0,0,0,Not_Canceled
INN10367,2,0,Single,104,Offline,0,0,0,Not_Canceled
INN10368,1,0,Single,5,Online,0,0,0,Not_Canceled
INN10369,2,0,Single,66,Online,0,0,0,Not_Canceled
INN10370,2,0,Single,61,Online,0,0,0,Canceled
INN10371,2,0,Single,30,Offline,0,0,0,Not_Canceled
INN10372,2,0,Single,258,Offline,0,0,0,Not_Canceled
INN10373,2,0,Single,96,Online,0,0,0,Not_Canceled
INN10374,2,0,Single,31,Online,0,0,0,Not_Canceled
INN10375,2,1,In relation,50,Online,0,0,0,Canceled
INN10376,1,0,Single,32,Offline,0,0,0,Not_Canceled
INN10377,2,0,Single,102,Offline,0,0,0,Not_Canceled
INN10378,2,0,Single,37,Online,0,0,0,Not_Canceled
INN10379,2,0,Single,112,Offline,0,0,0,Not_Canceled
INN10380,2,0,Single,322,Offline,0,0,0,Not_Canceled
INN10381,2,0,Single,39,Online,0,0,0,Not_Canceled
INN10382,2,0,Single,290,Online,0,0,0,Not_Canceled
INN10383,1,0,Single,28,Online,0,0,0,Not_Canceled
INN10384,1,0,Single,269,Offline,0,0,0,Not_Canceled
INN10385,2,0,Single,99,Offline,0,0,0,Not_Canceled
INN10386,2,0,Single,130,Online,0,0,0,Not_Canceled
INN10387,2,0,Single,170,Offline,0,0,0,Not_Canceled
INN10388,2,0,Single,109,Online,0,0,0,Not_Canceled
INN10389,2,0,Single,135,Online,0,0,0,Not_Canceled
INN10390,2,0,Single,44,Offline,0,0,0,Not_Canceled
INN10391,1,0,Single,4,Online,0,0,0,Not_Canceled
INN10392,1,0,Single,16,Online,0,0,0,Not_Canceled
INN10393,1,0,Single,0,Corporate,0,0,0,Not_Canceled
INN10394,1,0,Single,15,Online,0,0,0,Canceled
INN10395,3,0,Single,134,Online,0,0,0,Not_Canceled
INN10396,2,2,In relation,252,Online,0,0,0,Canceled
INN10397,1,0,Single,118,Offline,0,0,0,Not_Canceled
INN10398,2,0,Single,96,Online,0,0,0,Not_Canceled
INN05251,2,0,Single,3,Online,1,0,4,Not_Canceled
INN10400,2,0,Single,71,Online,0,0,0,Not_Canceled
INN10401,2,0,Single,39,Offline,0,0,0,Canceled
INN10402,2,0,Single,148,Offline,0,0,0,Not_Canceled
INN10403,3,0,Single,32,Offline,0,0,0,Canceled
INN10404,2,0,Single,44,Online,0,0,0,Not_Canceled
INN10405,1,0,Single,0,Online,0,0,0,Not_Canceled
INN10406,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10407,2,0,Single,259,Online,0,0,0,Not_Canceled
INN10408,3,0,Single,66,Online,0,0,0,Canceled
INN10409,2,2,In relation,3,Online,0,0,0,Not_Canceled
INN10410,2,0,Single,68,Online,0,0,0,Not_Canceled
INN10411,2,0,Single,4,Online,0,0,0,Not_Canceled
INN10412,2,0,Single,131,Offline,0,0,0,Not_Canceled
INN10413,2,0,Single,64,Online,0,0,0,Not_Canceled
INN10414,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10415,2,0,Single,346,Offline,0,0,0,Not_Canceled
INN10416,2,0,Single,304,Offline,0,0,0,Not_Canceled
INN10417,2,0,Single,35,Online,0,0,0,Canceled
INN10418,2,0,Single,110,Online,0,0,0,Canceled
INN10419,1,0,Single,71,Offline,0,0,0,Canceled
INN10420,2,0,Single,145,Online,0,0,0,Not_Canceled
INN10421,3,0,Single,36,Online,0,0,0,Not_Canceled
INN10422,2,0,Single,109,Offline,0,0,0,Not_Canceled
INN10423,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10424,1,0,Single,0,Online,0,0,0,Not_Canceled
INN10425,1,0,Single,0,Complementary,0,0,0,Not_Canceled
INN10426,2,0,Single,27,Online,0,0,0,Not_Canceled
INN10427,2,0,Single,4,Offline,0,0,0,Not_Canceled
INN10428,1,0,Single,116,Offline,0,0,0,Not_Canceled
INN10429,2,0,Single,157,Online,0,0,0,Not_Canceled
INN10430,2,0,Single,18,Online,0,0,0,Not_Canceled
INN10431,2,0,Single,42,Offline,0,0,0,Not_Canceled
INN10432,1,0,Single,192,Offline,0,0,0,Not_Canceled
INN10433,2,0,Single,77,Online,0,0,0,Not_Canceled
INN10434,2,0,Single,256,Offline,0,0,0,Not_Canceled
INN10435,2,1,In relation,1,Online,0,0,0,Not_Canceled
INN10436,2,0,Single,182,Online,0,0,0,Canceled
INN10437,2,0,Single,59,Online,0,0,0,Not_Canceled
INN10438,2,0,Single,53,Online,0,0,0,Not_Canceled
INN10439,3,0,Single,165,Online,0,0,0,Not_Canceled
INN10440,2,2,In relation,0,Online,0,0,0,Not_Canceled
INN10441,2,0,Single,256,Offline,0,0,0,Not_Canceled
INN10442,1,0,Single,164,Offline,0,0,0,Not_Canceled
INN10443,2,0,Single,38,Online,0,0,0,Not_Canceled
INN10444,2,0,Single,64,Offline,0,0,0,Not_Canceled
INN10445,2,0,Single,32,Offline,0,0,0,Not_Canceled
INN10446,2,0,Single,58,Online,0,0,0,Not_Canceled
INN10447,2,0,Single,9,Online,0,0,0,Not_Canceled
INN10448,2,0,Single,80,Online,0,0,0,Not_Canceled
INN10449,2,0,Single,62,Online,0,0,0,Not_Canceled
INN10450,2,0,Single,3,Online,0,0,0,Canceled
INN10451,1,0,Single,24,Online,0,0,0,Not_Canceled
INN10452,1,0,Single,93,Offline,0,0,0,Not_Canceled
INN10453,1,0,Single,5,Online,0,0,0,Not_Canceled
INN10454,2,1,In relation,2,Online,0,0,0,Not_Canceled
INN10455,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10456,2,0,Single,5,Online,0,0,0,Not_Canceled
INN10457,1,0,Single,1,Offline,0,0,0,Canceled
INN10458,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10459,2,1,In relation,48,Offline,0,0,0,Not_Canceled
INN10460,2,0,Single,4,Online,0,0,0,Not_Canceled
INN10461,1,0,Single,166,Offline,0,0,0,Not_Canceled
INN10462,2,0,Single,38,Online,0,0,0,Not_Canceled
INN10463,2,0,Single,28,Online,0,0,0,Not_Canceled
INN10464,2,0,Single,188,Online,0,0,0,Not_Canceled
INN10465,2,0,Single,42,Offline,0,0,0,Not_Canceled
INN10466,3,0,Single,220,Offline,0,0,0,Not_Canceled
INN10467,2,0,Single,91,Online,0,0,0,Not_Canceled
INN10468,2,0,Single,34,Online,0,0,0,Not_Canceled
INN10469,1,0,Single,43,Online,0,0,0,Not_Canceled
INN10470,2,1,In relation,101,Online,0,0,0,Not_Canceled
INN10471,2,0,Single,133,Offline,0,0,0,Not_Canceled
INN10472,2,0,Single,150,Offline,0,0,0,Not_Canceled
INN10473,2,0,Single,195,Online,0,0,0,Not_Canceled
INN10474,1,0,Single,377,Offline,0,0,0,Not_Canceled
INN10475,2,0,Single,107,Online,0,0,0,Canceled
INN10476,1,0,Single,17,Online,0,0,0,Not_Canceled
INN10477,2,0,Single,28,Online,0,0,0,Not_Canceled
INN10478,1,0,Single,5,Complementary,0,0,0,Not_Canceled
INN10479,2,0,Single,57,Online,0,0,0,Not_Canceled
INN10480,2,0,Single,12,Online,0,0,0,Canceled
INN10481,2,0,Single,1,Online,0,0,0,Not_Canceled
INN10482,2,0,Single,3,Online,0,0,0,Not_Canceled
INN10483,1,0,Single,15,Corporate,0,0,0,Not_Canceled
INN10484,2,0,Single,35,Online,0,0,0,Canceled
INN10485,2,0,Single,34,Offline,0,0,0,Not_Canceled
INN10486,2,0,Single,68,Offline,0,0,0,Not_Canceled
INN10487,2,0,Single,82,Online,0,0,0,Not_Canceled
INN10488,2,0,Single,36,Online,0,0,0,Not_Canceled
INN10489,2,0,Single,48,Online,0,0,0,Canceled
INN10490,2,0,Single,25,Online,0,0,0,Not_Canceled
INN10491,2,0,Single,37,Online,0,0,0,Not_Canceled
INN10492,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10493,2,1,In relation,13,Online,0,0,0,Not_Canceled
INN10494,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10495,1,0,Single,24,Online,0,0,0,Not_Canceled
INN10496,2,1,In relation,162,Online,0,0,0,Not_Canceled
INN10497,1,0,Single,7,Online,0,0,0,Not_Canceled
INN10498,3,0,Single,122,Online,0,0,0,Not_Canceled
INN10499,2,0,Single,128,Online,0,0,0,Canceled
INN10500,2,0,Single,115,Online,0,0,0,Not_Canceled
INN10501,2,0,Single,94,Offline,0,0,0,Not_Canceled
INN10502,2,0,Single,276,Offline,0,0,0,Not_Canceled
INN10503,3,0,Single,22,Online,0,0,0,Not_Canceled
INN10504,1,0,Single,3,Corporate,0,0,0,Not_Canceled
INN10505,2,0,Single,25,Online,0,0,0,Not_Canceled
INN10506,1,0,Single,22,Online,0,0,0,Not_Canceled
INN10507,2,0,Single,24,Offline,0,0,0,Not_Canceled
INN10508,2,0,Single,187,Online,0,0,0,Not_Canceled
INN10509,2,2,In relation,19,Online,0,0,0,Canceled
INN10510,2,0,Single,148,Online,0,0,0,Not_Canceled
INN10511,2,0,Single,26,Online,0,0,0,Not_Canceled
INN10512,2,0,Single,226,Offline,0,0,0,Not_Canceled
INN10513,2,0,Single,186,Online,0,0,0,Not_Canceled
INN10514,2,0,Single,73,Online,0,0,0,Not_Canceled
INN10515,2,0,Single,139,Online,0,0,0,Canceled
INN10516,3,0,Single,165,Online,0,0,0,Not_Canceled
INN10517,1,0,Single,21,Online,0,0,0,Canceled
INN10518,2,1,In relation,115,Online,0,0,0,Canceled
INN10519,3,0,Single,193,Online,0,0,0,Canceled
INN10520,2,0,Single,320,Offline,0,0,0,Not_Canceled
INN10521,1,0,Single,164,Offline,0,0,0,Not_Canceled
INN10522,1,0,Single,37,Offline,0,0,0,Canceled
INN10523,2,0,Single,50,Online,0,0,0,Not_Canceled
INN10524,2,0,Single,41,Corporate,0,0,0,Not_Canceled
INN10525,1,0,Single,114,Offline,0,0,0,Canceled
INN10526,2,0,Single,17,Offline,0,0,0,Canceled
INN10527,2,0,Single,39,Offline,0,0,0,Not_Canceled
INN10528,2,0,Single,210,Offline,0,0,0,Not_Canceled
INN10529,1,0,Single,349,Offline,0,0,0,Not_Canceled
INN10530,2,0,Single,21,Online,0,0,0,Canceled
INN10531,2,0,Single,6,Online,0,0,0,Not_Canceled
INN10532,2,0,Single,41,Online,0,0,0,Not_Canceled
INN10533,2,0,Single,2,Online,0,0,0,Not_Canceled
INN10534,2,0,Single,110,Offline,0,0,0,Canceled
INN10535,2,0,Single,67,Offline,0,0,0,Canceled
INN10536,2,0,Single,256,Offline,0,0,0,Not_Canceled
INN10537,2,0,Single,137,Online,0,0,0,Not_Canceled
INN10538,2,0,Single,12,Online,0,0,0,Not_Canceled
INN10539,3,0,Single,36,Online,0,0,0,Not_Canceled
INN10540,2,0,Single,21,Online,0,0,0,Not_Canceled
INN10541,2,0,Single,4,Online,0,0,0,Not_Canceled
INN06463,1,0,Single,3,Corporate,1,0,4,Not_Canceled
INN10543,2,1,In relation,5,Complementary,0,0,0,Not_Canceled
INN10544,2,0,Single,11,Online,0,0,0,Not_Canceled
INN10545,1,0,Single,6,Online,0,0,0,Not_Canceled
INN10546,2,0,Single,61,Offline,0,0,0,Not_Canceled
INN10547,1,0,Single,116,Offline,0,0,0,Not_Canceled
INN10548,3,0,Single,73,Online,0,0,0,Not_Canceled
INN10549,1,0,Single,35,Online,0,0,0,Canceled
INN10550,1,0,Single,22,Online,0,0,0,Canceled
INN10551,2,0,Single,150,Offline,0,0,0,Not_Canceled
INN10552,2,0,Single,187,Online,0,0,0,Not_Canceled
INN10553,1,0,Single,36,Online,0,0,0,Not_Canceled
INN10554,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10555,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10556,2,0,Single,50,Offline,0,0,0,Not_Canceled
INN10557,1,0,Single,5,Corporate,0,0,0,Not_Canceled
INN10558,1,0,Single,15,Corporate,0,0,0,Not_Canceled
INN10559,2,0,Single,12,Online,0,0,0,Not_Canceled
INN10560,1,0,Single,0,Online,0,0,0,Not_Canceled
INN10561,3,0,Single,211,Online,0,0,0,Not_Canceled
INN10562,2,0,Single,282,Offline,0,0,0,Not_Canceled
INN10563,1,0,Single,166,Offline,0,0,0,Not_Canceled
INN10564,1,0,Single,109,Offline,0,0,0,Canceled
INN10565,2,0,Single,94,Offline,0,0,0,Not_Canceled
INN10566,2,0,Single,326,Online,0,0,0,Canceled
INN10567,2,2,In relation,33,Online,0,0,0,Not_Canceled
INN10568,2,0,Single,3,Offline,0,0,0,Not_Canceled
INN10569,2,0,Single,140,Online,0,0,0,Not_Canceled
INN10570,1,0,Single,16,Corporate,0,0,0,Not_Canceled
INN10571,2,0,Single,6,Offline,0,0,0,Not_Canceled
INN10572,3,0,Single,103,Online,0,0,0,Not_Canceled
INN10573,1,0,Single,191,Offline,0,0,0,Canceled
INN10574,2,0,Single,100,Online,0,0,0,Not_Canceled
INN10575,2,0,Single,322,Offline,0,0,0,Not_Canceled
INN10576,2,0,Single,161,Offline,0,0,0,Not_Canceled
INN10577,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10578,2,0,Single,28,Online,0,0,0,Not_Canceled
INN10579,2,0,Single,2,Complementary,0,0,0,Not_Canceled
INN10580,2,0,Single,36,Online,0,0,0,Not_Canceled
INN10581,2,0,Single,75,Online,0,0,0,Not_Canceled
INN10582,2,2,In relation,12,Online,0,0,0,Canceled
INN10583,2,0,Single,115,Online,0,0,0,Canceled
INN10584,2,0,Single,44,Offline,0,0,0,Not_Canceled
INN10585,2,0,Single,42,Online,0,0,0,Canceled
INN10586,2,0,Single,49,Online,0,0,0,Canceled
INN10587,1,0,Single,11,Online,0,0,0,Canceled
INN10588,1,0,Single,10,Online,0,0,0,Not_Canceled
INN10589,1,2,In relation,88,Online,0,0,0,Not_Canceled
INN10590,1,0,Single,18,Online,0,0,0,Not_Canceled
INN10591,2,0,Single,66,Online,0,0,0,Not_Canceled
INN10592,2,0,Single,19,Online,0,0,0,Not_Canceled
INN10593,3,0,Single,12,Online,0,0,0,Not_Canceled
INN10594,2,0,Single,47,Online,0,0,0,Not_Canceled
INN10595,2,0,Single,301,Offline,0,0,0,Not_Canceled
INN10596,3,0,Single,77,Online,0,0,0,Not_Canceled
INN10597,2,0,Single,117,Online,0,0,0,Not_Canceled
INN10598,2,0,Single,18,Online,0,0,0,Not_Canceled
INN10599,2,0,Single,7,Online,0,0,0,Canceled
INN10600,2,0,Single,259,Online,0,0,0,Canceled
INN10601,3,0,Single,73,Online,0,0,0,Canceled
INN10602,2,0,Single,4,Online,0,0,0,Not_Canceled
INN10603,2,0,Single,6,Online,0,0,0,Not_Canceled
INN10604,2,0,Single,287,Online,0,0,0,Not_Canceled
INN10605,3,0,Single,128,Online,0,0,0,Not_Canceled
INN10606,2,0,Single,11,Online,0,0,0,Not_Canceled
INN10607,2,0,Single,27,Online,0,0,0,Canceled
INN10608,2,0,Single,258,Offline,0,0,0,Not_Canceled
INN10609,2,0,Single,35,Online,0,0,0,Not_Canceled
INN10610,2,0,Single,224,Online,0,0,0,Not_Canceled
INN10611,2,0,Single,54,Online,0,0,0,Not_Canceled
INN10612,3,0,Single,19,Online,0,0,0,Not_Canceled
INN10613,2,0,Single,1,Online,0,0,0,Canceled
INN10614,1,0,Single,6,Online,0,0,0,Canceled
INN10615,2,0,Single,60,Online,0,0,0,Not_Canceled
INN10616,1,0,Single,335,Offline,0,0,0,Canceled
INN10617,2,0,Single,265,Offline,0,0,0,Not_Canceled
INN10618,2,0,Single,2,Online,0,0,0,Not_Canceled
INN10619,2,0,Single,112,Offline,0,0,0,Canceled
INN10620,1,0,Single,2,Corporate,0,0,0,Not_Canceled
INN10621,2,0,Single,31,Online,0,0,0,Canceled
INN10622,2,0,Single,66,Online,0,0,0,Not_Canceled
INN10623,1,0,Single,91,Offline,0,0,0,Canceled
INN10624,2,0,Single,67,Offline,0,0,0,Not_Canceled
INN10625,2,0,Single,150,Online,0,0,0,Not_Canceled
INN10626,2,0,Single,15,Online,0,0,0,Not_Canceled
INN10627,2,0,Single,64,Online,0,0,0,Not_Canceled
INN10628,2,0,Single,46,Offline,0,0,0,Canceled
INN10629,2,0,Single,139,Online,0,0,0,Not_Canceled
INN10630,2,0,Single,87,Online,0,0,0,Not_Canceled
INN10631,2,0,Single,265,Offline,0,0,0,Canceled
INN10632,2,0,Single,127,Online,0,0,0,Not_Canceled
INN10633,1,0,Single,42,Offline,0,0,0,Not_Canceled
INN10634,2,0,Single,320,Offline,0,0,0,Not_Canceled
INN10635,2,0,Single,19,Online,0,0,0,Not_Canceled
INN10636,1,0,Single,219,Offline,0,0,0,Not_Canceled
INN10637,2,0,Single,20,Online,0,0,0,Not_Canceled
INN10638,2,0,Single,151,Online,0,0,0,Not_Canceled
INN10639,2,0,Single,257,Offline,0,0,0,Not_Canceled
INN10640,2,1,In relation,135,Online,0,0,0,Not_Canceled
INN10641,2,0,Single,15,Online,0,0,0,Canceled
INN10642,2,2,In relation,140,Online,0,0,0,Canceled
INN10643,2,0,Single,67,Offline,0,0,0,Not_Canceled
INN10644,2,0,Single,174,Offline,0,0,0,Not_Canceled
INN10645,2,1,In relation,181,Online,0,0,0,Canceled
INN10646,2,0,Single,198,Offline,0,0,0,Canceled
INN10647,2,0,Single,12,Corporate,0,0,0,Not_Canceled
INN10648,2,0,Single,5,Online,0,0,0,Not_Canceled
INN10649,1,0,Single,180,Offline,0,0,0,Not_Canceled
INN10650,2,0,Single,49,Online,0,0,0,Canceled
INN10651,2,2,In relation,86,Online,0,0,0,Not_Canceled
INN10652,2,0,Single,100,Online,0,0,0,Canceled
INN10653,2,0,Single,117,Offline,0,0,0,Not_Canceled
INN10654,2,1,In relation,15,Online,0,0,0,Not_Canceled
INN10655,3,0,Single,15,Offline,0,0,0,Not_Canceled
INN10656,2,0,Single,110,Offline,0,0,0,Not_Canceled
INN10657,2,0,Single,30,Online,0,0,0,Not_Canceled
INN10658,2,0,Single,168,Offline,0,0,0,Not_Canceled
INN10659,1,0,Single,85,Online,0,0,0,Not_Canceled
INN10660,2,0,Single,63,Offline,0,0,0,Not_Canceled
INN10661,2,0,Single,70,Offline,0,0,0,Not_Canceled
INN10662,2,0,Single,58,Online,0,0,0,Not_Canceled
INN10663,1,0,Single,0,Corporate,0,0,0,Not_Canceled
INN10664,2,0,Single,115,Offline,0,0,0,Not_Canceled
INN10665,2,0,Single,304,Offline,0,0,0,Not_Canceled
INN10666,2,1,In relation,42,Online,0,0,0,Not_Canceled
INN10667,2,0,Single,135,Offline,0,0,0,Canceled
INN10668,2,0,Single,39,Offline,0,0,0,Canceled
INN10669,2,0,Single,74,Online,0,0,0,Canceled
INN10670,3,0,Single,42,Online,0,0,0,Not_Canceled
INN10671,2,2,In relation,9,Online,0,0,0,Not_Canceled
INN10672,2,0,Single,42,Offline,0,0,0,Not_Canceled
INN10673,2,0,Single,26,Offline,0,0,0,Not_Canceled
INN10674,2,0,Single,81,Offline,0,0,0,Not_Canceled
INN10675,2,0,Single,11,Offline,0,0,0,Not_Canceled
INN10676,2,0,Single,418,Offline,0,0,0,Not_Canceled
INN10677,2,0,Single,276,Offline,0,0,0,Not_Canceled
INN10678,2,0,Single,47,Online,0,0,0,Canceled
INN10679,2,0,Single,304,Offline,0,0,0,Not_Canceled
INN10680,2,0,Single,124,Offline,0,0,0,Not_Canceled
INN10681,2,0,Single,22,Online,0,0,0,Not_Canceled
INN10682,2,0,Single,28,Online,0,0,0,Not_Canceled
INN10683,2,0,Single,208,Offline,0,0,0,Not_Canceled
INN10684,2,0,Single,58,Online,0,0,0,Not_Canceled
INN10685,1,0,Single,7,Online,0,0,0,Not_Canceled
INN10686,2,0,Single,10,Online,0,0,0,Not_Canceled
INN10687,2,0,Single,1,Online,0,0,0,Not_Canceled
INN10688,3,0,Single,76,Online,0,0,0,Not_Canceled
INN10689,1,0,Single,101,Offline,0,0,0,Not_Canceled
INN10690,2,0,Single,64,Online,0,0,0,Canceled
INN10691,1,0,Single,8,Corporate,0,0,0,Not_Canceled
INN10692,2,0,Single,69,Online,0,0,0,Canceled
INN10693,2,0,Single,13,Online,0,0,0,Not_Canceled
INN10694,2,0,Single,5,Offline,0,0,0,Not_Canceled
INN10695,2,0,Single,222,Online,0,0,0,Not_Canceled
INN10696,2,0,Single,94,Offline,0,0,0,Not_Canceled
INN10697,1,0,Single,5,Aviation,0,0,0,Not_Canceled
INN10698,2,0,Single,60,Offline,0,0,0,Canceled
INN10699,2,0,Single,60,Online,0,0,0,Not_Canceled
INN10700,3,0,Single,183,Online,0,0,0,Not_Canceled
INN10701,2,0,Single,217,Online,0,0,0,Not_Canceled
INN10702,2,0,Single,96,Online,0,0,0,Not_Canceled
INN10703,2,1,In relation,12,Online,0,0,0,Not_Canceled
INN10704,3,0,Single,68,Online,0,0,0,Canceled
INN10705,1,0,Single,0,Online,0,0,0,Not_Canceled
INN10706,2,1,In relation,4,Online,0,0,0,Not_Canceled
INN07527,1,0,Single,3,Complementary,1,0,3,Not_Canceled
INN10708,2,0,Single,24,Online,0,0,0,Not_Canceled
INN10709,2,0,Single,258,Online,0,0,0,Not_Canceled
INN10710,3,1,In relation,24,Online,0,0,0,Not_Canceled
INN10711,1,0,Single,16,Complementary,0,0,0,Canceled
INN10712,2,0,Single,95,Online,0,0,0,Not_Canceled
INN10713,2,0,Single,142,Online,0,0,0,Canceled
INN10714,2,0,Single,27,Online,0,0,0,Not_Canceled
INN10715,2,0,Single,102,Offline,0,0,0,Not_Canceled
INN10716,1,0,Single,6,Online,0,0,0,Not_Canceled
INN10717,2,2,In relation,78,Online,0,0,0,Not_Canceled
INN10718,2,0,Single,109,Online,0,0,0,Canceled
INN10719,2,0,Single,9,Online,0,0,0,Not_Canceled
INN10720,3,0,Single,18,Online,0,0,0,Canceled
INN10721,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10722,2,0,Single,9,Online,0,0,0,Not_Canceled
INN10723,2,0,Single,275,Online,0,0,0,Not_Canceled
INN10724,2,0,Single,110,Online,0,0,0,Not_Canceled
INN10725,2,0,Single,29,Online,0,0,0,Not_Canceled
INN10726,2,0,Single,8,Online,0,0,0,Not_Canceled
INN10727,3,0,Single,122,Online,0,0,0,Not_Canceled
INN10728,1,0,Single,38,Online,0,0,0,Not_Canceled
INN10729,2,0,Single,215,Online,0,0,0,Canceled
INN10730,2,0,Single,18,Online,0,0,0,Not_Canceled
INN10731,1,0,Single,19,Corporate,0,0,0,Not_Canceled
INN10732,1,0,Single,7,Online,0,0,0,Canceled
INN10733,1,0,Single,0,Offline,0,0,0,Not_Canceled
INN10734,2,0,Single,59,Offline,0,0,0,Not_Canceled
INN10735,1,0,Single,192,Offline,0,0,0,Canceled
INN10736,2,0,Single,1,Offline,0,0,0,Not_Canceled
INN10737,2,0,Single,40,Offline,0,0,0,Canceled
INN10738,2,0,Single,317,Offline,0,0,0,Not_Canceled
INN10739,2,0,Single,24,Online,0,0,0,Not_Canceled
INN10740,2,2,In relation,0,Online,0,0,0,Not_Canceled
INN10741,2,0,Single,44,Offline,0,0,0,Not_Canceled
INN10742,2,0,Single,144,Online,0,0,0,Not_Canceled
INN10743,2,0,Single,43,Offline,0,0,0,Not_Canceled
INN10744,1,0,Single,180,Offline,0,0,0,Not_Canceled
INN10745,2,2,In relation,26,Online,0,0,0,Not_Canceled
INN10746,1,0,Single,1,Online,0,0,0,Not_Canceled
INN10747,3,0,Single,173,Offline,0,0,0,Not_Canceled
INN10748,2,0,Single,88,Online,0,0,0,Not_Canceled
INN10749,2,0,Single,22,Online,0,0,0,Canceled
INN10750,2,0,Single,116,Online,0,0,0,Canceled
INN10751,1,0,Single,4,Aviation,0,0,0,Not_Canceled
INN10752,3,0,Single,65,Online,0,0,0,Not_Canceled
INN10753,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10754,2,2,In relation,26,Online,0,0,0,Not_Canceled
INN10755,1,0,Single,8,Online,0,0,0,Not_Canceled
INN10756,2,0,Single,41,Online,0,0,0,Not_Canceled
INN10757,3,0,Single,7,Online,0,0,0,Not_Canceled
INN10758,2,0,Single,44,Offline,0,0,0,Not_Canceled
INN10759,2,0,Single,221,Offline,0,0,0,Canceled
INN10760,2,0,Single,331,Online,0,0,0,Not_Canceled
INN10761,2,1,In relation,0,Online,0,0,0,Canceled
INN10762,2,0,Single,163,Online,0,0,0,Not_Canceled
INN10763,2,0,Single,68,Online,0,0,0,Not_Canceled
INN10764,2,0,Single,2,Corporate,0,0,0,Not_Canceled
INN10765,2,0,Single,253,Offline,0,0,0,Not_Canceled
INN10766,1,0,Single,3,Online,0,0,0,Not_Canceled
INN10767,2,0,Single,24,Complementary,0,0,0,Canceled
INN10768,2,0,Single,24,Online,0,0,0,Not_Canceled
INN10769,2,0,Single,23,Online,0,0,0,Not_Canceled
INN10770,2,0,Single,183,Online,0,0,0,Not_Canceled
INN10771,2,0,Single,13,Offline,0,0,0,Canceled
INN10772,1,0,Single,1,Online,0,0,0,Not_Canceled
INN10773,3,0,Single,56,Online,0,0,0,Not_Canceled
INN10774,3,0,Single,31,Offline,0,0,0,Not_Canceled
INN10775,2,1,In relation,23,Online,0,0,0,Not_Canceled
INN10776,1,0,Single,114,Online,0,0,0,Not_Canceled
INN10777,2,0,Single,19,Online,0,0,0,Not_Canceled
INN10778,2,0,Single,37,Online,0,0,0,Not_Canceled
INN10779,1,0,Single,10,Corporate,0,0,0,Canceled
INN10780,2,0,Single,1,Online,0,0,0,Not_Canceled
INN10781,1,0,Single,134,Online,0,0,0,Not_Canceled
INN10782,2,0,Single,64,Online,0,0,0,Canceled
INN10783,1,0,Single,11,Online,0,0,0,Not_Canceled
INN10784,2,0,Single,5,Online,0,0,0,Not_Canceled
INN10785,2,0,Single,178,Online,0,0,0,Not_Canceled
INN10786,2,0,Single,44,Online,0,0,0,Not_Canceled
INN10787,2,0,Single,0,Online,0,0,0,Not_Canceled
INN10788,2,1,In relation,77,Online,0,0,0,Canceled
INN10789,2,0,Single,92,Offline,0,0,0,Canceled
INN10790,2,0,Single,53,Online,0,0,0,Canceled
INN10791,2,0,Single,46,Offline,0,0,0,Canceled
INN10792,1,0,Single,111,Offline,0,0,0,Not_Canceled
INN10793,2,0,Single,42,Offline,0,0,0,Not_Canceled
INN10794,1,0,Single,114,Offline,0,0,0,Not_Canceled
INN10795,2,0,Single,28,Offline,0,0,0,Canceled
INN10796,2,0,Single,22,Online,0,0,0,Canceled
INN10797,3,0,Single,51,Online,0,0,0,Not_Canceled
INN10798,2,0,Single,34,Offline,0,0,0,Not_Canceled
INN09445,1,0,Single,3,Online,1,0,7,Not_Canceled
INN10800,2,0,Single,40,Online,0,0,0,Not_Canceled
INN10801,2,0,Single,85,Online,0,0,0,Not_Canceled
INN10802,2,2,In relation,4,Online,0,0,0,Not_Canceled
INN10803,3,0,Single,46,Online,0,0,0,Not_Canceled
INN10804,2,0,Single,24,Corporate,0,0,0,Not_Canceled
INN10805,1,0,Single,7,Online,0,0,0,Not_Canceled
INN10806,2,0,Single,74,Offline,0,0,0,Not_Canceled
INN10807,2,0,Single,2,Offline,0,0,0,Not_Canceled
INN10808,3,0,Single,36,Online,0,0,0,Not_Canceled
INN10809,1,0,Single,8,Offline,0,0,0,Not_Canceled
INN10810,2,0,Single,304,Offline,0,0,0,Not_Canceled
INN10811,1,0,Single,5,Online,0,0,0,Not_Canceled
INN10812,2,0,Single,78,Online,0,0,0,Not_Canceled
INN10813,2,0,Single,6,Offline,0,0,0,Not_Canceled
INN10814,2,1,In relation,45,Online,0,0,0,Not_Canceled
